flow_duration,tot_pkts,pkt_len_mean,syn_flag_cnt,rst_flag_cnt,flow_byts_s,label
2.339156500045399,36,220.52016324625814,0,0,3393.8412742846476,Benign
1.43956598462234,26,286.3295670827111,1,1,5171.398062801212,Spoofing
0.8089010454107635,1490,378.10185891038327,1,0,696465.6220593564,DoS
0.28046449913107396,893,82.26261417039093,1,0,261924.46702435456,DDoS
0.14467311332979887,8,191.71654531351743,0,0,10601.364187219926,Benign
1.636171146614549,12,201.5550329056646,0,0,1478.2441310449083,Benign
0.02676723062752661,49,203.44710290480248,1,1,372429.5643824878,Benign
0.023333278118236586,78,133.63973503412598,1,0,446739.5999756597,Mirai
0.21012328141497144,388,590.9326048020673,1,0,1091177.7558356065,DoS
0.24796107558640257,1092,352.0355443549912,1,0,1550335.3239073101,DoS
7.0765684988237,4,183.92435957917547,0,0,103.96245559397792,Benign
0.4170576827814314,20,449.94208724847886,1,1,21576.971523350705,Spoofing
0.07698624965564216,27,129.77212781449498,1,0,45512.63981118705,Mirai
5.304125953072564,22,175.38406025104825,0,0,727.4430056262044,Benign
11.505794644707883,19,187.3825480856377,0,0,309.4326401231809,Benign
5.012360976792008,7,168.01055545052333,0,1,234.63471477793874,Benign
4.438924025553051,25,265.1544136513973,0,0,1493.3484563207937,Benign
0.008527208305211637,4869,54.956218198472726,1,0,31379768.950269897,DDoS
0.05706373677266753,787,74.30249693969567,1,0,1024750.0146108455,DDoS
2.413006907487217,10,180.9981576855323,0,0,750.0938232871227,Benign
0.6260853645136268,921,507.99152637400374,0,0,747278.6017828634,DoS
2.0606059573154587,20,216.0465030962829,0,0,2096.9220469278516,Benign
3.586196610359471,3,169.31103454395125,0,0,141.63559860733343,Benign
0.12269444952129248,14,309.0705322635549,0,0,35266.36672296134,Benign
0.6871996930319242,3475,55.28987336886287,1,0,279587.30468739144,DDoS
0.011379755399163393,50,166.99991160834634,1,0,733758.7924808282,Mirai
0.6347856969866164,20,177.0198155580843,0,0,5577.309520312539,Benign
1.232742773932181,1408,65.88840607826086,1,0,75255.66380914356,DDoS
0.7566519351922548,3237,75.5203869831373,1,0,323080.5094052943,DDoS
10.97732529629809,15,203.10256744114972,0,0,277.5301295521084,Benign
1.3464214900990885,227,355.85978126245766,1,0,59996.19802609727,DoS
11.583417106606614,35,177.9320604242574,0,0,537.632553290089,Benign
3.2153660664760757,48,173.78017347324584,0,0,2594.245306525152,Benign
0.5896482260824769,12,301.69195164605327,0,0,6139.768186542887,Spoofing
0.15072868164555395,13,93.45939179397811,1,0,8060.656273626696,Spoofing
0.11700086452255304,84,111.34958254192007,1,1,79942.69932696383,Mirai
5.686505695318766,39,118.319916290531,0,0,811.4784337821783,Benign
0.7980501409729462,47,212.62837451909203,0,0,12522.438239549292,Benign
0.29290595356130145,1369,501.74193343548586,1,0,2345069.120383803,DoS
0.044826185716114506,2376,59.83778023553863,0,0,3171685.557634444,DDoS
6.319223615108011,21,141.20432421651861,0,0,469.2492288858822,Benign
0.11900125581771455,2086,71.70501018392102,1,0,1256933.3845752007,DDoS
0.8695646425472725,41,243.26925670368848,0,0,11470.153036160282,Benign
0.703655152025124,21,406.7465461481635,0,0,12139.010770444062,Spoofing
4.224356164441357,13,136.41086989191285,0,0,419.7897240583122,Benign
0.6652126283810176,975,500.87725115897865,1,0,734134.1686019318,DoS
3.943980197246444,41,250.23361350380983,0,0,2601.3259804953127,Benign
0.24127646823846077,2722,80.12603858913884,1,0,903955.0298128458,DDoS
0.8036666745459737,2975,57.02635772083829,1,0,211099.22756886555,DDoS
1.6049694423546281,44,256.9075165483809,0,0,7043.081587612611,Benign
0.41009161467893984,23,335.22831951023306,1,0,18801.289938034228,Spoofing
0.1200736094932793,33,117.58062897537809,1,0,32314.850636722596,Mirai
2.736724561717601,6,330.1635818830348,0,0,723.8512486820819,Spoofing
0.031616795693492024,22,122.94711469619999,1,0,85550.62156008306,Mirai
1.4265480583687462,3807,40.03917711669584,1,0,106851.74354207412,DDoS
0.6002703683656885,14,245.68157228294945,1,1,5729.988007447174,Spoofing
3.433540908665872,28,316.1633492227364,0,0,2578.2636682422262,Benign
2.8142969092857477,15,181.44716425998072,0,0,967.1003279431752,Benign
5.501267549804998,33,191.3751982801272,0,0,1147.9866205503959,Benign
0.7756234791611584,11,153.1424421082839,0,0,2171.8874021361403,Benign
4.3024103467429775,2,226.14406573568678,0,0,105.12435937538268,Benign
1.4449912613372928,15,229.69743701034034,1,0,2384.416880117629,Benign
0.013690844951878329,79,132.23112204592695,1,0,763010.5138393992,Mirai
0.02176765330705211,13,179.07014510675367,0,1,106943.63115539051,Benign
1.6512781418334013,21,177.88124047338982,1,0,2262.1906965919643,Benign
0.4044964433786955,3826,51.71635376852613,1,0,489168.13177794794,DDoS
2.747475179332869,49,175.578933202181,0,1,3131.372320166293,Benign
0.006147710473824226,74,96.97612326703495,1,0,1167301.7381536772,Mirai
10.296842725606695,30,121.2339103581259,0,0,353.21674882914,Benign
0.1589493151044226,29,397.79293321330636,0,0,72576.56351401862,Spoofing
0.04315065660453615,39,158.07913067243308,0,0,142873.5176089254,Mirai
8.845757294341215,49,169.37032255299863,0,0,938.2063659383963,Benign
13.115524793687198,14,360.43843033540145,0,0,384.7454146192032,Benign
0.14488217256099123,34,111.79636393880864,1,0,26235.63897980167,Mirai
3.0852664457271888,993,441.95377942174144,1,0,142243.82583668592,DoS
1.829725464454392,687,545.5515004989857,1,0,204836.1287656689,DoS
0.040104628698886514,19,118.58489801750436,1,0,56180.873266509996,Mirai
2.270850648817347,33,256.05940712849525,0,0,3721.0551207500416,Benign
0.7033007550761494,43,133.59895704378874,0,0,8168.2766745514255,Benign
7.499786834050132,17,198.6580215841424,0,0,450.30431419697146,Benign
0.05699092885890762,52,126.5832630416782,1,1,115497.84869208102,Mirai
4.054821286263852,204,509.1124867253377,1,0,25613.69292496376,DoS
8.286391892938369,21,168.07489878613958,0,0,425.9480990172357,Benign
5.216489763336649,24,203.22690315048612,0,0,935.005319073392,Benign
17.40918639674844,49,230.61349050526962,0,0,649.0861076005685,Benign
7.892541653255045,20,122.02821104368873,1,0,309.2241166528701,Benign
0.6998544651731174,1259,288.4488528905346,1,0,518903.7490806775,DoS
2.058649639331998,589,597.1781477757852,1,0,170858.5678299642,DoS
0.05946177918066371,83,149.98938162068114,1,0,209363.37334764522,Mirai
0.9121118514570881,3064,57.24443840653211,1,0,192297.6430987272,DDoS
11.011290245964805,16,178.36812418332357,1,0,259.178527055811,Benign
0.6769748691640596,622,718.5730616722574,1,0,660220.1421628084,DoS
0.015564340136954277,70,149.12202503339978,1,1,670670.3696068582,Mirai
0.15507032247508568,2318,71.88291656636004,1,0,1074509.9251830939,DDoS
0.09506955588705138,55,132.25648797339937,1,1,76513.52497301095,Mirai
0.90081263675484,1868,63.89647710092263,1,0,132501.0488912662,DDoS
0.17106040025177793,2017,56.9488947983404,1,0,671493.3476081277,DDoS
0.3711615353939552,1432,50.503947442880715,1,0,194852.2296671775,DDoS
18.254302115777858,39,295.98098143987613,1,0,632.3582354966018,Benign
0.5449399317745891,19,209.89637745494835,0,0,7318.294988324772,Benign
9.587074672353435,19,190.5326870913372,1,0,377.60434527279426,Benign
1.3812222584842708,631,355.5550024421319,1,0,162432.37115740427,DoS
1.4485074817577928,7,162.46398327535937,0,0,785.1170237294477,Benign
0.0050048356150598884,3213,71.92711017733664,1,0,46175703.41459002,DDoS
0.025911813288635347,21,257.42848878615183,1,0,208630.64287670687,Spoofing
3.760557930318979,45,180.57158897543985,0,0,2160.7755164153396,Benign
0.7796772966796733,2092,56.806695879052114,1,0,152421.53168377007,DDoS
0.1270153375588113,64,129.045579648909,1,0,65022.99057943368,Mirai
1.4594688158449305,25,104.3333874925535,0,0,1787.1808283918654,Benign
3.4073357042758645,9,230.9949236883116,0,0,610.1407356445463,Benign
6.119799744319414,40,210.78240757383296,0,0,1377.7078752911004,Benign
10.108025425645499,38,209.65573168450123,0,0,788.1774598427348,Benign
3.059973991423193,24,377.6401995628973,0,0,2961.90909299009,Spoofing
0.3208247200075361,46,115.02855140609132,1,1,16492.848071544828,Mirai
0.13743671913630556,667,388.7925181623264,1,0,1886865.5425125614,DoS
0.09758627286440925,18,104.57031822904379,1,0,19288.222337767656,Mirai
0.05716189821276595,28,164.15261611341373,1,0,80407.98844831047,Mirai
0.5536670689652374,34,282.0714313861157,0,0,17321.652676673963,Benign
0.04072481580122129,49,143.75862504992105,1,1,172970.03040674,Mirai
0.4461639143816697,1973,68.61363521080094,1,0,303419.2096385104,DDoS
0.0615910401332748,17,113.20624871976717,1,0,31246.52910669583,Mirai
0.19389574273425877,79,110.18412667068071,1,0,44892.91969093759,Mirai
23.44349595608736,9,137.97320853981316,0,0,52.96816136911876,Benign
10.511797532941632,30,195.82040649575623,0,0,558.8589559932981,Benign
2.6309129357310423,9,221.4380629440382,0,0,757.5098892212379,Benign
0.04774149751320714,4119,71.70463595687227,1,0,6186471.1182268895,DDoS
0.023652230185891673,18,141.10467257027523,1,0,107384.55047591962,Mirai
0.10462483387612483,87,133.1399489117166,1,0,110711.53115553573,Mirai
5.485960891508126,47,170.52763406801537,0,0,1460.965354966904,Benign
0.35799888526026513,2071,68.12484462791512,0,0,394097.74452745105,DDoS
1.352546302598657,2625,72.2710238176334,0,0,140262.43475494607,DDoS
16.389354254377608,17,124.59928136835859,0,0,129.24168642558487,Benign
1.1680339204494192,18,293.1497957759897,0,0,4517.588257999839,Benign
5.736277599523661,28,262.83068013267405,0,0,1282.932862999166,Benign
1.2632400001713378,8,339.58000900281604,1,0,2150.5336053751153,Spoofing
14.5128043822643,28,119.30044364519499,0,0,230.17001635794708,Benign
0.31771135814249896,1518,66.33865101009248,1,0,316960.8817955881,DDoS
5.453184266641389,1019,616.4990882563923,1,0,115201.05322246505,DoS
1.60549245303941,26,226.22060409553438,0,0,3663.5087853256423,Benign
1.245204800712329,13,364.9434651336503,1,0,3810.0279118932567,Spoofing
0.07230944987788838,26,248.84751713003828,0,0,89477.03870389251,Spoofing
7.387784026871547,19,169.15836995114162,0,0,435.04371776183405,Benign
1.5050449260088656,1977,70.13460165671837,1,0,92127.55385517007,DDoS
6.577239582645181,17,198.37480534711554,0,0,512.7335941660637,Benign
1.2815578537283356,45,168.15773928648053,0,0,5904.609180051653,Benign
15.516426640423543,14,237.05084756682245,0,0,213.88377252334467,Benign
0.1482650723772788,931,440.8959328685045,1,0,2768515.247178888,DoS
0.011310229420709637,2292,67.94228392518798,1,0,13768395.756092478,DDoS
0.3360731036914247,5,175.2260584530503,0,0,2606.963433377567,Benign
5.384868318935721,39,247.46753446759715,0,0,1792.2878095826459,Benign
1.4357857155125866,28,362.2901891713726,0,0,7065.2083992748885,Spoofing
10.938168756896795,24,143.88725106035488,0,0,315.71043583242647,Benign
3.0416025699769227,33,130.12576935847784,0,0,1411.8052211082754,Benign
0.4714626058274786,4012,77.78490222152729,1,0,661925.3019336251,DDoS
1.4967874218063735,15,297.9101862297676,0,1,2985.495955099351,Spoofing
0.22748321008020317,32,141.486529943915,0,0,19902.87088268627,Benign
1.7331491323353339,499,462.1333713972049,1,0,133055.22763437952,DoS
0.030312456802182416,51,135.7266939823169,1,0,228356.98994216108,Mirai
5.268234373414106,1,199.4233679402634,0,0,37.85392862296407,Benign
5.452539801999364,1327,317.12371768447065,1,0,77179.29417277855,DoS
1.4530989206344698,7,158.18293485007226,1,0,762.013190035976,Benign
15.834656336918032,439,531.8855584605941,1,0,14745.994810118342,DoS
1.1372517804171947,1427,467.5367145639123,1,0,586655.3943208191,DoS
0.82086507158839,3871,69.4869989986067,1,0,327683.7843801989,DDoS
15.976284414402313,29,211.8914770379168,0,0,384.62340020437546,Benign
0.024844998359003747,93,137.59250639103146,1,1,515037.38939586846,Mirai
3.5574041648786685,9,251.68146013894557,0,0,636.7376424679501,Benign
2.0842220846693467,39,173.93319287664238,0,0,3254.6409387391222,Benign
5.175281284680438,6,233.11528228641146,0,0,270.2638980916444,Benign
0.03302253220831771,2143,64.380438101898,1,0,4177973.9355547125,DDoS
1.550360780726765,507,626.6330267956289,1,0,204921.94367588026,DoS
8.95508243384733,22,235.49663740736187,1,0,578.5458772975364,Benign
0.08474289060377957,2664,60.79216138148001,1,0,1911078.5195830893,DDoS
0.2840033543371921,4,131.89783145726213,0,0,1857.6939947077133,Benign
2.1294199044174045,1392,344.6352956630059,1,0,225287.80282729433,DoS
2.2580097527831087,46,206.9520738556693,0,0,4216.011638402877,Benign
1.6737850366677258,635,489.9850609550672,1,0,185890.36637936812,DoS
3.6980216204014833,5,176.48934107341356,0,0,238.62670258570938,Benign
0.8853134308203175,22,295.27873151114244,1,0,7337.663551795345,Spoofing
2.98278747015205,29,292.5670059745539,0,0,2844.4678872241484,Benign
0.7218414027041299,15,94.87525892869274,0,0,1971.5257099400637,Benign
5.587719188906104,10,267.24671380388065,0,1,478.2751329638649,Benign
0.03945309673973471,17,378.92073390634226,0,1,163273.68467175824,Spoofing
0.730811567794461,16,136.3116607966793,1,1,2984.3350445709775,Mirai
1.8128184383351555,19,183.44600143495362,1,0,1922.6823566871296,Benign
1.1448360672340276,1147,616.3654023036604,1,0,617530.4366068504,DoS
0.023645575494672662,53,142.35420921095962,1,1,319077.58345237543,Mirai
0.148460850693371,4576,76.68135492990243,1,0,2363544.857249706,DDoS
0.8992537376223556,745,91.90291621548185,1,0,76138.32416372695,DDoS
3.4122036495735006,18,117.95574691410586,0,0,622.2381963395677,Benign
3.6116776961844095,41,272.10530583840716,0,0,3088.9571212738306,Benign
0.017479900447299492,96,131.7704418572958,1,1,723686.1821060723,Mirai
0.26136535185977483,15,406.66356447348005,0,0,23338.79920845395,Spoofing
1.9349906470383145,1459,471.15578289724266,1,0,355255.6123716838,DoS
3.4176834703719763,44,247.55581536511593,0,0,3187.0873855031346,Benign
0.1284944698253155,13,150.62486032652657,0,0,15238.9685478827,Benign
5.133331391732918,296,602.1962776678141,0,0,34724.05823569848,DoS
0.04644503974091533,17,132.22418798448913,1,0,48397.22838596533,Mirai
0.34820429824577576,11,158.3082763069642,1,0,5001.061296915601,Mirai
0.041474894243530847,76,150.92974317466076,1,0,276568.76986644475,Mirai
4.726293403135975,1458,427.98573998396927,1,0,132028.0303551596,DoS
10.394541393475048,28,235.3508751478803,1,0,633.969720711033,Benign
2.6190498412613734,34,177.88855370612555,0,0,2309.314901428283,Benign
0.043681000603623156,71,144.8794204881119,1,0,235490.00051529787,Mirai
4.879993337753014,894,430.0687077986288,1,0,78787.28476891898,DoS
2.6513654163413274,17,221.56166880732187,0,0,1420.6070376078178,Benign
2.972202055470042,46,182.67758513213127,0,0,2827.2535848001457,Benign
2.8440384218132966,988,572.6506064399424,0,0,198935.00552708248,DoS
2.2071870810207854,30,229.92708801075543,0,0,3125.159937567478,Benign
1.4633337061974183,6,213.99372689223802,0,0,877.4228024104632,Benign
0.945963892836294,2007,75.51479594203842,1,0,160215.62408820118,DDoS
2.796271490258825,876,533.0617495602935,1,0,166994.54764730114,DoS
1.6606156582386344,410,509.24167977990476,1,0,125729.92894166571,DoS
1.2574130498938683,11,241.4699432002361,1,0,2112.4079914923664,Benign
4.189824100467086,586,548.9909926405581,1,0,76783.34793374802,DoS
3.1396349901118183,21,183.157351761143,1,0,1225.0801125283092,Benign
13.387602123985022,10,207.15286442747055,0,0,154.7348528205351,Benign
0.06912351429834675,392,461.2290600056903,1,0,2615633.671949386,DoS
0.1962268182372322,346,361.44677526161524,1,0,637326.66800582,DoS
0.05412818410928625,21,127.0397167220322,1,1,49287.33699575526,Mirai
1.8755630928648246,711,423.74559364604204,0,0,160636.0874920724,DoS
1.090930696198598,4700,64.52917599486135,1,0,278007.69401087286,DDoS
6.241856669332927,44,277.76205698061,0,0,1957.9960185873613,Benign
6.9204197879908715,32,197.25098032760096,0,0,912.0879316362588,Benign
22.19975892568351,10,91.27123436077278,0,0,41.11361509208939,Benign
0.5722908484044913,7,129.1208708211051,0,0,1579.3474563984348,Benign
1.677208569223627,9,205.06027155907034,0,0,1100.3654988991186,Spoofing
1.271061561796564,49,232.20268142781103,0,0,8951.51873987973,Benign
0.04592817780662377,99,156.04522507496048,1,0,336361.64159321616,Mirai
2.71968793350197,1186,473.25338829588827,1,0,206376.0741094294,DoS
0.016950674149424697,88,157.56242452198967,1,0,817990.6731559513,Mirai
1.1765683679829013,3541,49.176032130042316,1,0,148000.17959943187,DDoS
0.7325615817826565,740,63.00685662207968,1,0,63646.62720488138,DDoS
0.1888162072286392,507,61.27573099069129,1,0,164534.5813702392,DDoS
0.3078395149872037,4,230.9541584694005,0,0,3000.968325706995,Benign
2.6494545781626653,406,462.44910193605006,1,0,70865.27805894281,DoS
5.0266625874983015,28,248.57061788361798,0,0,1384.6119924681846,Benign
